250065296,4
1906393737,4
246029394,4
1907375371,4
245368382,4
457717930,4
712479429,4
1984282464,4
1906352774,4
1906400091,4
2111189820,4
2111189313,4
1963369007,4
1906402075,4
1906564825,4
1907952490,4
1963147748,4
3539300882,4
1984291472,4
1908341943,4
1906362898,4
1906365311,4
245376126,4
1963323547,4
1906388030,4
712252180,4
1984345078,4
246018481,4
3076195567,4
1906386722,4
250337681,4
2111091156,4
246517127,4
1984332067,4
245513708,4
3741311092,4
1906463759,4
245442298,4
3706149524,4
1984353302,4
763257835,4
3076195204,4
712026249,4
1984332808,4
3076202053,4
3706158853,4
247177698,4
1962943175,4
245973994,4
3029599370,4
1742594890,4
1906604174,4
2885371659,4
250240752,4
3741063675,4
1906417825,4
1906352997,4
1984333307,4
1963349449,4
1908288608,4
1984332548,4
180417308,4
1906406954,4
763256880,4
1906361441,4
20394000,4
1906353570,4
712123826,4
1962942912,4
3026003468,4
1906353829,4
1907324417,4
1963368945,4
20296821,4
1906356884,4
1906368867,4
245372967,4
1700990793,4
1963361647,4
1997520665,4
1728521550,4
1984342594,4
999945059,4
1907843013,4
249737480,4
1963368961,4
1906412973,4
1906395795,4
1906574098,4
1934492618,4
1906509159,4
985344541,4
1743668627,4
2112520946,4
250787679,4
1906393852,4
1906387862,4
1907952555,4
1984331870,4
1906426918,4
1906331654,4
2111090884,4
1984342993,4
1728521240,4
763256877,4
245438148,4
1963453963,4
1728521478,4
763256869,4
250111556,4
1743704956,4
1906369169,4
1984332657,4
1984318113,4
1907953370,4
20392306,4
250478758,4
2065181568,4
246540872,4
2064818415,4
3539279445,4
1984353322,4
2112555894,4
246497357,4
245965587,4
1999520996,4
1906400012,4
1963256994,4
1934492040,4
1984295990,4
245376693,4
1963259530,4
999944920,4
1908340778,4
1906415465,4
1984332616,4
1906339966,4
1734692039,4
1984327106,4
1906358258,4
2112548487,4
1984319820,4
1906375326,4
1984332208,4
1906340723,4
1984346553,4
247332537,4
2065423381,4
1742595098,4
2112513032,4
3741097000,4
771552532,4
1906393676,4
1984332821,4
1963257497,4
3029634793,4
1984430054,4
1907387278,4
1011142937,4
249945472,4
3539288514,4
3413214694,4
246474544,4
1962943691,4
1906397188,4
1729341155,4
1934471344,4
1934330876,4
1984360884,4
250148869,4
1906457959,4
1934606518,4
1906374066,4
1907953561,4
1984388678,4
245372869,4
1934532661,4
1906393919,4
20443333,4
1906374677,4
2064695059,4
1728521804,4
20443700,4
1984347007,4
1984319717,4
180417309,4
1728521599,4
1906417855,4
1962939662,4
1934464239,4
1728557557,4
1728314730,4
1743668530,4
1984337846,4
2884364950,4
1984346597,4
2885492229,4
1984331979,4
1728521328,4
457897098,4
1906400904,4
763256894,4
1906393222,4
1906315878,4
3076198305,4
20222194,4
1742859523,4
245444089,4
1906414176,4
1906468944,4
245436790,4
1906362548,4
458204404,4
1984251017,4
2065570114,4
250593751,4
250059791,4
1906401637,4
1906400084,4
1907952398,4
245435175,4
1906311942,4
2112516526,4
3741287682,4
763033182,4
1984249084,4
1906361486,4
1906396266,4
1728521614,4
1906374747,4
1741103195,4
246542310,4
245444391,4
1907390735,4
1907953179,4
1907952417,4
1906352524,4
1906395810,4
245439103,4
1984347684,4
1934565118,4
1984251094,4
1906348098,4
1906399474,4
245379898,4
1906338946,4
1906364093,4
712113260,4
1906375690,4
1891973918,4
1962944146,4
249714217,4
1963361560,4
457719754,4
1728556133,4
1984429044,4
2065366349,4
1906374922,4
245380778,4
1984242496,4
2111091063,4
1907953631,4
3741207634,4
2065567226,4
1984344678,4
2112516106,4
1906378796,4
1906373729,4
2112512698,4
2065217670,4
2065037135,4
1906402472,4
1984361907,4
20371049,4
1984316227,4
1984332042,4
